File_name,Calorie_label
S003007R002A006,357.0
S006019R002A033,237.6164425868246
S001007R002A007,373.8
S005015R002A029,184.27574523002076
S002011R001A031,256.65441407353836
S005017R002A030,218.81239242875336
S006022R001A048,323.4
S006007R001A004,201.55856004756217
S001008R002A006,357.0
S001001R002A018,282.45
S006023R001A017,341.25
S002007R001A040,269.73338963128276
S001002R002A032,249.9
S006017R001A023,253.7103516232204
S007028R002A047,220.33682462771662
S001003R001A043,364.35
S002013R001A048,323.4
S005015R002A042,333.9
S001002R002A001,183.7614178775099
S002012R001A017,341.25
S002014R001A036,210.91392564880368
S001002R002A014,353.85
S007025R001A009,365.4
S004008R002A010,323.4
S001007R002A022,309.7441115675937
S007028R002A020,330.75
S005013R002A018,282.45
S005015R001A040,263.31032815300296
S001003R001A016,347.55
S006022R002A019,267.4198663134168
S007019R001A049,336.65304531913455
S006016R002A045,232.05
S001003R002A019,262.0509833000759
S003008R001A008,374.85
S001006R002A032,229.71041874288304
S002011R002A022,327.6
S005018R002A028,201.452442528821
S002014R001A048,307.0431112440612
S007001R002A043,364.35
S007016R002A014,353.85
S006017R001A045,212.13039705924953
S003019R001A008,373.9632748968153
S002003R001A031,242.47378293919022
S007028R002A046,192.15
S004008R001A023,275.1
S001002R002A029,188.7033597490177
S003001R001A018,278.8301588322749
S001007R002A017,341.25
S003001R001A025,199.11385597087684
S002011R001A025,205.8
S001006R002A002,192.26907337091086
S004008R001A015,330.75
S002009R001A025,186.2
S006007R002A025,198.2209011745655
S003001R001A013,259.12859821530395
S006016R001A037,238.61083638300508
S002009R001A005,215.27679147905266
S004020R002A028,201.9144318060092
S007001R001A021,309.75
S004008R002A049,338.6548173892036
S007007R002A026,393.75
S001003R002A033,254.1
S003007R001A024,352.8
S007016R002A024,352.8
S007007R001A032,249.9
S004008R001A041,259.3871818509008
S002007R002A024,352.8
S002008R002A006,357.0
S003016R002A021,301.2536467244971
S002013R002A018,261.45044870695335
S006023R001A024,340.7851413305817
S004003R002A004,204.34904291305034
S002010R001A034,270.4254444497129
S006024R001A006,357.0
S002010R001A015,330.75
S001005R001A019,259.5421301173451
S006022R002A045,211.1389501505938
S007007R002A032,232.8983569501015
S001003R001A014,353.85
S006024R001A018,267.1640639747657
S007025R001A021,309.75
S006024R001A022,316.70452498896645
S007001R001A043,364.35
S005016R002A022,327.6
S001008R001A045,212.49993321367984
S007015R001A046,177.99844929232418
S007019R002A037,237.53574892094127
S003016R001A029,181.43811881612746
S007007R002A029,190.0382150980503
S001001R001A026,393.75
S004020R002A009,330.6
S007018R001A049,341.25
S006024R002A031,245.06844180197083
S005017R002A018,282.45
S004007R001A029,188.0
S006007R002A047,228.9
S001004R002A022,327.6
S007017R001A010,314.6946690778217
S004007R001A022,325.0207304889997
S006015R002A018,271.76600865077137
S001005R002A023,273.4924113378712
S002013R001A030,212.22145087859994
S007019R001A026,383.6727836015268
S006017R001A024,352.8
S007018R002A014,353.85
S006016R002A046,176.87492019986115
S006019R001A011,256.96293125034987
S007027R002A046,174.39021588244
S002013R002A029,178.6756659118302
S001006R001A004,197.16366643218117
S005010R002A013,262.976314806906
S006008R001A023,270.54615392495305
S003016R002A048,323.4
S004007R001A006,357.0
S003018R002A014,353.85
