File_name,Calorie_label
S003007R002A006,395.0
S006019R002A033,205.12521408155516
S001007R002A007,391.55
S005015R002A029,155.4449255348757
S002011R001A031,225.78582420782922
S005017R002A030,193.70227754958287
S006022R001A048,367.975
S006007R001A004,191.84510315975368
S001008R002A006,395.0
S001001R002A018,246.0
S006023R001A017,359.775
S002007R001A040,289.4741876663098
S001002R002A032,227.55
S006017R001A023,269.6653365358061
S007028R002A047,228.21664951947633
S001003R001A043,401.8
S002013R001A048,367.975
S005015R002A042,378.225
S001002R002A001,174.8865438276202
S002012R001A017,359.775
S002014R001A036,171.00664477045393
S001002R002A014,377.2
S007025R001A009,360.8
S004008R002A010,301.35
S001007R002A022,330.7997516673736
S007028R002A020,333.125
S005013R002A018,246.0
S005015R001A040,286.01006462184426
S001003R001A016,355.675
S006022R002A019,251.09229412935508
S007019R001A049,342.02372804189105
S006016R002A045,196.8
S001003R002A019,248.5507506496557
S003008R001A008,365.925
S001006R002A032,218.13385075823535
S002011R002A022,340.3
S005018R002A028,176.45984090275644
S002014R001A048,358.4423326893149
S007001R002A043,401.8
S007016R002A014,377.2
S006017R001A045,188.1471408040179
S003019R001A008,365.48163744840764
S002003R001A031,219.41606916577445
S007028R002A046,191.675
S004008R001A023,280.85
S001002R002A029,157.2936901079675
S003001R001A018,244.38520096607058
S001007R002A017,359.775
S003001R001A025,193.52515394491928
S002011R001A025,196.8
S001006R002A002,172.46739353512476
S004008R001A015,375.15
S002009R001A025,187.2
S006007R002A025,193.08778833039943
S003001R001A013,292.00059679288995
S006016R001A037,234.7952230245215
S002009R001A005,186.55274567769447
S004020R002A028,176.66041185724302
S007001R001A021,328.0
S004008R002A049,343.05849021964985
S007007R002A026,415.125
S001003R002A033,212.175
S003007R001A024,364.9
S007016R002A024,364.9
S007007R001A032,227.55
S004008R001A041,258.2141963521563
S002007R002A024,364.9
S002008R002A006,395.0
S003016R002A021,323.3918083929476
S002013R002A018,236.63217042689368
S006023R001A024,358.53498558584386
S004003R002A004,193.16511098583018
S002010R001A034,244.18908642209465
S006024R001A006,395.0
S002010R001A015,375.15
S001005R001A019,247.36309961828692
S006022R002A045,187.7164670337421
S007007R002A032,219.62066227504732
S001003R001A014,377.2
S006024R001A018,239.18099508167987
S007025R001A021,328.0
S006024R001A022,334.5030485518219
S007001R001A043,401.8
S005016R002A022,340.3
S001008R001A045,188.30766329644013
S007015R001A046,184.44456288979404
S007019R002A037,234.2644836445153
S003016R001A029,154.26006556950003
S007007R002A029,157.8510632191327
S001001R001A026,415.125
S004020R002A009,343.2
S007018R001A049,344.4
S006024R002A031,220.58155617527552
S005017R002A018,246.0
S004007R001A029,157.0
S006007R002A047,232.675
S001004R002A022,340.3
S007017R001A010,297.19518296896035
S004007R001A022,338.92769634991646
S006015R002A018,241.23390720480506
S001005R002A023,280.009390661406
S002013R001A030,190.75934550858415
S007019R001A026,409.6833031448245
S006017R001A024,364.9
S007018R002A014,377.2
S006016R002A046,183.87051933708753
S006019R001A011,248.76974727162104
S007027R002A046,182.6010119399352
S002013R002A029,153.10659454297166
S001006R001A004,189.76614613090925
S005010R002A013,294.1239663193666
S006008R001A023,278.4687904111396
S003016R002A048,367.975
S004007R001A006,395.0
S003018R002A014,377.2
S001005R002A006,395.0
S006024R001A021,328.0
S007007R002A012,231.91489341260365
S001006R001A041,254.13821571750356
S005018R002A037,237.537292615301
S002011R001A012,242.925
S003017R001A049,344.4
S001006R002A014,377.2
S001006R001A032,221.16875075074145
S005016R002A048,359.58738525359314
S006019R001A038,262.72225447368146
S006001R001A033,205.36375783373785
S007028R002A006,395.0
S002009R001A008,365.925
S003017R001A046,191.675
S007025R002A044,200.9
S006019R001A049,327.6
S005021R002A024,364.9
S001008R002A037,230.18008405902364
S003019R001A028,177.34659610216502
S001005R002A036,174.42301674383305
S005015R001A015,375.15
S002014R001A033,204.39820832836665
S007019R001A040,290.81548799427105
S004003R002A022,340.3
S003007R002A005,184.275
S005017R001A016,355.675
S002007R002A005,190.51858496392651
S002013R002A008,365.925
S003007R001A001,179.375
S002014R001A038,265.88802783940747
S002011R002A037,229.14666351747178
S006024R001A009,360.8
S003007R002A017,359.775
S006015R001A008,365.925
S006016R001A020,333.125
S006015R001A045,193.21580295049222
S003016R002A033,201.825
S001008R001A032,227.55
S005013R001A038,269.1519683720942
S001008R002A010,297.5602154060161
S006015R002A027,444.85
S002003R002A047,232.675
S006024R001A001,175.0789430588795
S006023R002A042,370.26629381233556
S003007R001A043,401.8
S004020R001A015,375.15
S007019R002A044,191.10281372774736
S001006R002A039,210.70068948084804
S005018R001A042,378.225
S003017R001A043,401.8
S004020R001A029,153.075
S002008R001A002,172.55564320778214
S007016R001A025,189.04474120754324
S005017R001A003,159.30973961252076
S003016R001A040,288.2847678512413
S002014R001A017,359.775
S006015R001A033,209.45353100498863
S007016R002A018,246.0
S006001R001A012,232.2933046445036
S005010R002A038,258.18220981069516
S006022R001A021,320.3667822318372
S001008R002A046,185.88522557547174
S004020R002A010,299.54093975812117
S002011R002A016,353.54408540829934
S007027R002A021,320.25123943651545
S006017R001A002,176.3356416460014
S001001R001A040,289.4317813875275
S006001R001A002,171.94630128394073
S002003R001A032,218.38052931882854
S006015R002A019,255.225
S003016R001A023,270.94560077634003
S007019R002A040,295.2
